review,PN
don t be fooled by the exterior of the building this place has really great food it s owned run by koreans and the bibimbap we ordered tasted just like the ones we ate in south korea lovely and polite staff highly recommended when you crave some delicious korean food ,1
the staff here is very nice and are more than willing to explain the dishes to those who are not familiar with korean cuisine most of the staff seemed to speak english so i would say they are also tourist friendly the place itself is nice enough some korean and korean themed decorations and the general atmosphere is calm and reserved pleasant for a peaceful and relaxing dinner the food is amazing it seems to be authentic and some dishes are very spicy hot but delicately seasoned the menu ranges from classic bibimbap and udon noodles to various gimgap and sweet potato noodles they also have some meals which can be shared with one or two other persons and they have sets so you can try various foods the price is fair for a dinner although i must say i wish they had a lunch menu too ,1
delicious asian food but you have to be careful with spicy dishes as they are really spicy good service ,1
stopped by here for our korean fix and were really happy bibimbap was delicious and service polite and fast the restaurant is nicely decorated despite being a basement style restaurant it didn t feel cramped at all busy but we didn t have any trouble turning up without a reservation after korean in prague check this place out ,1
the restaurant is literally a few meters away from the tram station but is not in plain view so you can easily miss it if you are not paying attention or if you don t know where to look the fact there are some stairs very near is also not helping however after you step in you realize that the inside is quite big and quite nice the setting is very pleasing and the decor is retaining the korean motives in clean modern lines we didn t know what to expect with respect to the food when we entered in and we can not certify if is authentic korean food what we can say that it tasted very good the service was also nice no personal touch but fast and professional we noticed near by a family with a small baby and they had a high chair overall a great find in prague we will probably return p s if is a weekend is better to make a reservation ,1
we visited this korean restaurant as per recommendation and noticing that it was very close to our accommodation we didn t book in advance as it was only a thursday evening but upon arrival we considered ourselves lucky as we managed to get one of the last tables there was a wide range of dishes on offer predominantly different variations of bibimbap dishes but many others too i ordered the bulgogi bibimbap number 2 on the menu and my boyfriend ordered the jeyuk bokeum bap number 8 both dishes were served with a side of kimchi and my bulgogi bibimbap also came with a clear soup both dishes were extremely tasty and my boyfriend even joked about asking for the recipe as it was that good and he wanted us to make it back at home the service was very prompt and the prices reasonably cheap we paid around 500kc with a tip from what i can remember would highly recommend ,1
prompt service good food in the center of prague if you like asian food you will probably enjoy this place ,1
the best korean restaurant in prague very authentic and super tasty if you like spicy do not wait a second longer ,1
i arrived after a morning of sight seeing they we re courteous and helpful i made mistakes with overpaying and they gave change back i mispronounced the order and they made sure it was i really wanted to order yummy food ,1
we went for lunch and thoroughly enjoyed it we got the bibimbap a fried rice dish a trio of side dishes and 2 cokes for 20 the food was delicious and highly recommend it ,1
wasn t quite sure what to expect when i was walking in however the food was amazing if i dad a friend that was korean and they took me to their mums house i would expect it might be like this pure comfort food ,0
i mean the street is filled with plenty of better restaurants that are cheaper than this place the food isn t bad but it sure isn t authentic either my noodles were served with rice and the bibimbap reminded me more of a salad than a rice dish ,1
enjoyable experience we tried several korean dishes slightly higher waiting time because of prime hours but worthy ,1
we were craving korean food on our last night in prague and after a google search found this gem while it required me to take a 12 minute tram ride on the 15 or 26 it was worth the ride and nice to see a more neighborhood like part of prague compared to the flat i am staying in city center they accept visa and they do carry out i took our food to go and while i had to wait about 15 minutes for our food i imagine that had i called in my order it would have been ready when i got there in a city not known for strong customer service they accommodated my requests for sauce on the side for one dish and less spicy on my daughter s both the owner and the staff were kind patient and help the food tasted fresh and great and there was a lot of it we probably could have split a dish worth the trip ,1
so good they only have two types of dishes spicy and non spicy and if they say spicy they mean it the korean spicy red pesto is amazing and will make you sweat in the beginning and regret your choices at the end d in the best possible way my personal favourite is the meal no 3 the fried meat with rice and spicy korean pesto on the bed of lettuces so good coming back for it all the time d ,1
really good bibimbap it was a little bit too spicy for us but the beer saved our tongues staff was okay,1
we found this place online there was wide variety of food with quality loved that there was kimchi with every of our dishes it was very tasty i had the bibimbap and it was very overwhelming a lot of food you pay and get a really good sized portion the waitress was kind and helpful loved that there was kpop playing in the background very welcoming to any type of person ,1
we ordered 1 starter and main dish for two person all the food came the same time we ordered sweet and sour pork it was deep fried and not any mension in the menu we sayd it does not look the same in the list they did not care that at all can not recommend this place at all ,0
this is one of the best things about tripadvisor using the app can help you locate places you would ve never thought of trying out bibimbap has good service nice environment and great food there i tried korean food for the first time and i will definitely try it again to see if it is as good at bibimbap i had the no 1 on the menu which is said to be a traditional korean dish it was spicy and tasty for a very good price ,1
tasty spicy food good alternative for local czech restaurants well worth a visit inexpensive like every other restaurant in prague 3 ,1
the authentic bibimbap which is supposed to be served in a claypot and egg wasn t served instead we were being served something sort of a salad rice it is not like the one we have eaten back home we wish that this restaurant can serve true bibimbap as stated no matter the other food here are splendid ,1
do not recommend we ordered a vegetarian bibimbap they gave us 1st time a bibimbap with meat so we told the waitress and she said sorry sorry 2 min after we got another bibimbap expecting a vegetarian one this time after 2 or 3 layers we realized there was meat again inside this one so they probably used the 1st one to redo a vegetarian one very disappointed not recommend this place ,0
we both had the chicken bibimbap which was really tasty served with lots of leaves and generous portion of chicken the chicken was slightly dry but it is served with plenty of very spicy sauce which makes up for it also served with a small bowl of broth which was delicious the service was surprisingly good by prague standards and the serving staff were helpful in recommending a local bar nearby ,1
bibimbap korea is the best restaurant in prague for many reasons what i liked 1 the food is just so good and reasonably priced you get authentic korean food i was told by friends who lived in korea it s well prepared and presented 2 the service is very good i was impressed with the waitresses they are kind respectful speak english three characteristics that are hard to find in prague sorry to say that they don t have customer service skills here i was personally served by a blonde one i m sorry i don t know her name despite i ordered something but i meant something else she immediately went to the kitchen and got me what i wanted literally in 5 minutes thank you so much 3 restaurant is nice good atmosphere clean 4 owners are really nice i had the chance to have a chat with the owner a korean woman who is really nice 4 you can pay by card what i didn t like i actually never had any negative experience there i ve been three times so far ,1
we went out of our way to try this place and i m glad we did it s off the beaten path and by no means a fancy place so you can dress casual this is a value eat place really good food for a good price wouldn t recommend this place if you re not into korean food ,1
very good korean food best customer service i suggest to do reservation before you are coming here a lot of food spicy,1
a something different in a line of czech restaurants that i m really not a fan of cannot compare since this is a first korean place i visited but i left happy and full would recommend ,1
hello i just had dinner in this restaurant all was great till i found one hair in my food but the best part was when we paid and they charged me the dish where i found the hair which kind of restaurant is this one ,1
great korean food nice atmosphere and friendly staff members my husband and i were so happy that we went there so satisfying recommend to people who want to try real korean food with a reasonable price ,1
food is really really good portions are generous staff speaks english and are very nice and friendly recommended ,1
simple and centrally located place with good food and friendly staff english is not an issue and children are welcome,1
i have been to this restaurant 3 times both for lunch and dinner and i was always satisfied with the quality of food the owners are very polite and so do the waiters in the afternoon time there might be a longer waiting time ,1
as someone said for prague where the food is quite mediocre this place gets a four while in la it will probably get a three the fact that the owners are korean does not make the place korean the food was ok warm and generous but it was not bibimbap korean we ate the service was ok place looked ok clean though you step out smelling like the cook as i said being that you are in prague this place is a good place to eat ,0
this restaurant was our biggest surprise nice was super nice the place is cozy and the food amazing that brought back all of our memories from seoul i was super happy because they are making hotteok as well what is a little bit pricey compared to seoul but the taste just worth is plus if you are vegetarian you can ask any food without meet ,1
dont be fooled by the look we thought it was closed but once you enter you wont regret it the food is fantastic real authentic korean affordable and worth a visit will definetly come back if we re ever in prague again ,1
i ve been coming back to bibimbap semi regularly for a while their prices have gone up a little bit but are still lower than in other korean restaurants in prague the place has become very popular particularly at dinner time so make sure to book a table the food is delicious the service is great vegetarian options are available awesome place ,1
great authentic bibimbap in prague so glad we found this place as we needed a change from the european food very cheap too we were staying in old town so it was a 30 min walk probably the only downside to this restaurant ,1
the food was super nice and the staff was very helpful the portions are very big and only 170 240 crowns 6 5 to 10 they have several tables in different little rooms so it feels very intimate i loved it totally worth it ,1
i came here to eat after a quick look on here there was a 30 minute wait but the place was packed and there were others waiting so i knew it must be good koreans and locals ate here too my meal was very delicious and what i guess home cooked korean food would taste like it is very advisable to book a table ahead of visiting,1
we were incredibly lucky to have this by our apartment fully recommend you check this place out check out the photo service amazing food next level so cheap too short and sweet review we both left extremely happy big tip left ,1
we found this place with trip advisor and it was amazing the dishes were great i loved the beef and the people were so heart warming it was a wonderful evening ,1
the food is amazing makes you feel at soul _ and the owners are very nice and helpful as well as the staff highly recommended good food great service nice atmosphere _ ,1
if you re a korean kitchen lover or just willing to taste it you should visit this restaurant the food is very tasty but if you don t like spicy food pay attention to the menu cuz there s a lot of spicy dishes also the dishes are big and the price isn t so expensive if you re a spicy lover i recommend to try the dish named kimchi chigae ,1
exellent food big portions and good service would come here again entrance door is not on the main street so look for the stairs to go down one level ,1
the food was excellent and the portions were large the prices were low the service was not top notch but i did not mind the food and the prices were so great ,1
fantastic food lovely service very well priced highly recommend if you are in the area and are looking for a filling meal the seafood broth with noodles is amazing ,1
great atmosphere tasty food and perfect location that is bibimbap place where you gonna feel like you are somewhere in asia great experience ,1
pretty nice food i got one of those boxes with several different dishes inside and absolutely enjoyed it ,1
not a frequent korean eater so not much reference material but this was excellent food for a great price ,1
everything you want of korean food is here lots of choices and prices are affordable good place for lunch ,1
just had an incredible bibimbap and a soup for starter reasonably spicy and very authentic the broth only is worth dying for very friendly staff go there try it ,1
very solid korean food super friendly staff unassuming atmosphere only problem is the rather long wait for the food to arrive highly recommended nonetheless ,1
good place cheap and tasty food been there 2 times so good for that cash advise this restaurant ,1
down to earth ambience very friendly staff not that i m an expert on korean cuisine but i ve eaten bibimbap at least 10 times and also in some famous korean restaurants abroad and the food quality here is comparable and better than in most prague restaurants recommended ,1
a variety of korean kitchen excellent tasty food accessible by tram packed with locals inexpensive ,1
it was the first time we tried a korean restaurant and it was an excellent experience good and fast service friendly staff and exquisite food portions were big and the price was also really nice ,1
we ate there great korean dishes servings were big it was my first time with this type of cuisine and i m positively suprised although the place smells a little bit odd i think that the reason is bad air conditioning or lack of ventilation ,0
one of my favourite restaurants in prague all their dishes are amazing the classical bibimbap is just mindblowing and so tasty very good prices as well ,1
we came here based on the good reviews and were not disappointed they do put a good deal of sririacha on a couple of the dishes so if you don t like that sauce you might mention to hold that good ground beef with kimchi ,1
food 3 service 1 very slow service when i came in service were sitting with ice cream they didn t care about customers at all,0
i used to travel a lot to korea in the past so i miss korean food now this restaurant a nice place with excellent couisine and extremely kind service brought my memory back to the old days of my travelling to this country so everything really really nice ,1
i d never eaten in a korean restaurant before and if other are to this standard then i will be doing so a lot more often it is a little tricky to find from the main road and you will need to book ahead of time but what a great experience,1
if you want to taste something different than avarage asian food available on every czech street you should definately go there it is the unique place in prague with delicious cuisine not only for asian food lovers but also for those who want to taste something new classic bibimbap bulgogi bap and udong are great they used to have ramen not sure if still available the must visit spot on zizkov ,1
great authentic korean dishes although the food took extremely long to be prepared we had a great meal and the prices are cheap highly recommend the fried chicken as the proportion was big and very delicious ,1
i rarely give 5 stars on tripadvisor but this place deserves it the food is really good the restaurant itself is simple but comfy and the waitresses are making sure that you re comfortable and well served it was one my first times eating korean but i really liked their main dish with a side of fish soup bill for the main course and a beer 220 czk will definitely go back ,1
as soon as i arrived to prague went to tripadvisor to have a look what was being offered as a cheap eats and surprisingly i found this restaurant on this category which made me go for it without even seeing the following options as i love korean food the bibimbap and the 2 soups were simply excelent ,1
let me start of with that i eat authentic asian food at home everyday and that i am quite picky i travel quite a bit and it s hard to find this good authentic korean food in europe the noodle soup starters and seafood pancake haemul pajeon was extremely good we ended up ordering more than we could eat just because it was good and we left very satisfied and i wish my wife would have allowed me to tip even more than i did thank you for a great meal ,1
as a native korean on a visit this hit the spot prices are excellent but more importantly the food was just like how mom makes it soon dubu kimchi jjigae bulgogi and bibimbap were all good plus the kimchi was nice and spicy you will find this restaurant on an awkward corner of a block in prague 3 about a 10 minute uber ride or 40 minute walk from prague 1 after eating goulash for a couple days our group craved some spices thanks bibimbap korea ,1
my standards are very high when it comes to korean food my aunt chong s family in seoul owns one of the most successful korean restaurants and my aunt can cook i am very spoiled on korean food as i grew up eating it i have tried korean food all over europe but this place beats them hands down there is a fantastic korean place in dresden that is impressive and they do things the old school way cook your own meat on the center of the table if you desire however if you are wishing to have excellent korean food in prague this is hands down the absolute very best sample everything you can as you will not go wrong ,1
 the food is delicious kind and polite waitress small place with a lot of table but it is enjoyable when it is not full recommended to make a reservation,1
we decided to check this place out having seen all the amazing reviews on tripadvisor and we were certainly not disappointed the restaurant is a little out of the way but worth the way it is just off of the street you get off the tram and down some steps inside is nothing special but the service is great and friendly and it was reasonably quiet the night we went we hadn t eaten korean before so didn t know what to expect we tried korean ginger tea which was delicious and then my partner had the tradition soup to start followed by a tray of pork and rice etc it looked amazing i had a ramen type bowl and some sushi which were both great and plentiful the price is amazing and the food is a of a high standard thoroughly enjoyed it ,1
we found this restaurant on trip advisor while searching for some new place to go for a dinner the good reviews do not lie food is very delicious and you will have problems to finish it as the amount is pretty generous worth to try out ,1
we love to visit this place easily accessible from the centre and delicious bibimbap leaves without regrets great beer and rice wine too ,1
i brought here many friends and everyone loved it it s owned by an older korean couple who is usually at the spot helping their staff tried a few of their meals but every time i get back to bibimbap the classic although they increased prices recently it s still good value for money i recommend to book a table a day in advance in the evenings it s almost impossible to find a free table prior booking the amount of korean people there also confirm its authenticity ,1
i was never a big fan of korean cusine but bibimbap made a differance to my taste i even visited the place twice in three days size of the portion is just perfect and the used ingridents were just right proces are so resonable the speciality dish was bibimbab ,1
saturday evening and we had no reservation but still tried our luck we had to share out table but it was no problem food was really good and it came quickly prices are very affordable strong recommendation ,1
i had planned to visit bibimbap based on the positive reviews and was not disappointed visited last monday feb 13th arrived at 2pm without booking and found a table very good fresh food cooked served well judging by the amount of korean asian customers on the day we visited i feel it must me authentic i had the seafood noodles and was not disappointed my friend had the spicy work and wanted to order some for take away as well if you are in prague and want something different this must be on your list ,1
fantastic place to eat our korean dishes they offer various kinds of the stuff that is both very tasty and also looks great definitely recommended ,1
my favorite korean place in prague the food is good it s not too far from the centrum and the prices are average i ve been going here since they were still a smaller shop in karlin and their menu has expanded since but still delicious generally i go for the kimchi fried rice or the spicy pork when i m alone but the seafood pancake and the chicken kkanpunggi is really good to share the owners are also really friendly ,1
i wouldn t say the bibimbap was the most authentic ones we had tried before but overall the food was actually quite delicious we went for dinner without reservation and didn t have to wait long for a table despite the place was quite packed service was good and the price was reasonable ,1
visitors with friend saw many koreans coming for dinner that was a good sign food was perfect and prices very friendly ,1
not everything mix with korean spicy sauce is bibimbap rice meat mix with raw vegetables salad i wonder if the owner or the chef ever tried or seen korean bibimbap or not lol okay restaurant environment was nice service okay at least already better than other restaurants can t expect much of prague service ,0
i we have visited the place twice in the past month one was a quick lunch the place does not offer any special lunch menu and the other was what was to be a decent birthday celebration food is great in terms of its variety authenticity and freshness other reviews testify to this show you pics etc so no need to delve in detail on this the service is however problematic the lunch experience was below average service wise in terms of attentiveness etc but since the place was pretty empty it was bearable however the birthday celebration on friday night occassion with a place having being completely packed revealed and amplified this general problem the staff was very nervous as a line of guests waited inside and outside the restaurant demanding to be seated afyer being seated i had to leave the table three times first to ask for the menu card after 20 minutes waiting and not seeing anyone to come and say even hello second to ask where our soup was after another 30 mins of nothing happening after i brought a waiter with me to the table and third the same with our main course somehow not making it to our table again after 30mins with soup balls still on table next tables were not served any better but the international crowd of youngsters seemed to be patient if dissatisfied too additionally the right side of the restaurant was very cold and we kept our winter jacket on at times bottom line i will give it a third chance as we live nearby but if the service is not substantially improved i will go elsewhere then there is another jap korean restaurant nearby wont identify not to be blamed for favouring it which albeit more expensive provides top service ,0
great authentic food for reasonable price very nice and efficient service which speaks english free wifi ,1
i had a fantastic experience here though i d recommend booking in advance we had to wait for a table for three but nothing extreme only 20mins or so the menu has pictures if you re unsure of what to order and the food was delicious would highly recommend and would definitely visit again ,1
bibimbap korea is valuable korean restaurant in europe it serves original korean food and it is really amazing that i can eat real korean food here it is definitely different from other korean restaurant in other european countries i study in netherlands and i tried many already in other already but they are frequently poor however this place use fresh ingredients and think much about the food some of food was much better than korea if you are beginner of korean food try kimchi bok eum bap or bibimbap or dosirak menu i think cham ppong is one of the best dish here but it will be too spicy for beginner anyway i think most of the dishes here deserves the price you can see many foreigners and local people who is eating korean food when i visited here more than 90 were non korean and 70 were non asian if you have enough budget try this restaurant you won t regret oh and the servers can speak not only english but also korean quite well you can see servers are talking with korean owner in korean language it is also interesting experience ,1
friendly service great food and nice interior good food in big portions always recommended central location near city centre ,1
my boyfriend and i went to this restaurant twice when we were in prague both the food and the staffs are excellent the two owners are also really nice and helpful the first time we had fried pork with sweet sour sauce and chicken bibimbap and the second time we had bulgogi bibimbap with braised chicken with potato and carrot the restaurant is always full and it s quite small so make a reservation before you come ,1
with my boyfriend who is quite acquainted with korean cuisine we decided to give this place a try we ordered bibimbap and sundubu čigae and weren t disappointed at all the food was delicious the service friendly and really helpful it was nice as well that we could get some free tap water with our meal not that common in cz or at least with a lot of troubles korean people at the next tables were also a good sign recommend to everyone who likes this cuisine ,1
the food was delicious and the service was wonderful even if you dont eat it all you can take it home and eat it later it was a wonderful time ,1
the food in this place was incredible i have to say i can t remember exactly what we ate my partner had a nice chicken dish with korean sauce i had a platter box with pork and squid lots of other delicious things it was healthy but so tasty i would go back to prague just to visit this place probably the best meal i have ever had i will ask my partner what it was see if she remembers sake was nice too and for pudding we had the most beautiful small sweet pancake to share presentation to die for great thank you for the impeccable service relaxed and informal but spot on ,1
i am visiting this restaurant from the times it was placed in another address i don t know what to order in this place because i want eat everything ,1
went for saturday lunch really good food great english speaking service and reasonable prices will be coming back ,1
great small place with great food the place itself looks a bit dull but the food more than compensates for the humble surroundings ,1
we decided to visit this place cuz we like korean food this place is absolutely dull walls are white and empty light is very cold in whole restaurant and because of that u feel like in hospital they haven t got cloths hanger that s little bit uncomfortable we took ramen and bibimbap a with set of suchi ramen was big and very very hot noodles in it were very simple and without any special taste looked like the cheapest fast food noodles but it was spicy thanks for that bibimbap wasn t tasty at all we both didn t like it sushi were without any meet or fish just vegetable sushi but that were big and tasty very simple atmosphere 3 from 10 food 3 from 10 service 7 from 10,0
love their food so much every time we get a take out or a sit down it s the same great quality and the staff are super ,1
completely unexpected if you are looking for an authentic experience then look no further the prices are relatively low as well ,1
having lived in korea for over two years and being with a korean we were excited but a bit skeptical to find some korean food next to our place we went for lunch and ordered bibimbap pajeon and bulgogi kimbap the restaurant s signature dish was delicious on par with what you d find in korea flavorful authentic and chocked full of various fresh veggies we also appreciated that it wasn t served too hot our pajeon was solid nice and crispy on the outside and soft inside with delicious bits of green onion and squid the kimbap a staple of my diet when i lived in seoul was a bit of a letdown a tad bland and dry you can see why they didn t name the place kimbap the meal wasn t cheap but not prohibitively expensive either though i m used to paying less for similar dishes the biggest negative of the meal was the lack of side dishes as well as bland kimchi that seemed washed in attempt to downplay its natural spiciness for the european market i d definitely recommend but stick to the bibimbap ,1
probably the best korean you ll find in prague this place is very cheap for the quality of the food i d reccomend booking in advance if you plan on going on a friday or saturday night it gets very busy the menu is extensive and there is definitely something for everyone vegetarian options in abundance we had the beef and some fried chicken thing portions are massive after getting 3 dishes and 1 soup we couldn t finish it all would highly reccomend this place perfect for a good quality cheap eat ,1
very fresh healthy and tasty meals definitely a go go just be careful if you do not like it too spicy ,1
came here with some friends the services were great the food was really delicious however the time waiting for the meal to come up is really slow around 30min i would not recommed this to anyone with the rush of time ,1
we ve been going to this restaurant since it was located in karlín we are always touched to see the amazing job the owners have done during the past years their restaurant is growing and it s not only because of the excellent food it s the welcoming atmosphere there is one disadvantage for us we can t go there for dinner whenever we want anymore reservations have become needed i am sure the owners will keep the good job for a very long time and we are happy for them 3,0
this is the place to get the bibimbap in prague absolutely delicious with strong broth and fabulous kimchi don t even think about the other places offering the korean cuisine this is an absolute gem ,1
we went after reading the reviews and it didn t disappoint the waitress was supernice and to our surprise the quality was higher than what you expect for a 150ck plate beware of the spicyness definitely recommend we ll be going quite often ,1
got recommended this restaurant and was certainly not dissapointed no nonsense restaurant great tasty korean food the number of etnic korean customers was an extra assurance to us that this was a good choice rather plain decor thus maybe not the setting for the perfect romantic date but rather for casual lunch or dinner with friends or family or just by yourself fast service ,1
really tasty food and great service highly recommend had fried chicken sweet and spicy sauce to share as well as several sides ,1
i visited this restaurant with my dad both of us having on different occasions visited korea and loved the food and we were not disappointed the food was great and authentic the atmosphere is ok and the gentleman who served us the owner their waitress was off at the time was lovely and helpful the menu is limited but that s no fault it means that what you get is really fresh and delicious based on this i d rate it five star however just as most if not all korean or perhaps asian in general restaurants in prague the food contains msg and possibly quite considerable amounts if i had any suspicions they were confirmed by the sight of the familiar long crystals in the chilli powder mix that i was offered when asked for extra chillies i was disappointed by this and not surprised msg really is very common in countries like korea and it is almost impossible to get away from there so it s understandable you d find it here my guess is you d struggle to find korean restaurant in prague that avoids msg and this one is probably as good as it gets one recommendation to the restaurant get some fresh chillies or korean chilli sauces to offer those customers who want the real spicy deal ,1
i love this restaurant i just to live in seoul and you won t find any other place in prague that even comes close to the same the owner is a wonderful man originally from seoul so he knows what he is doing the staff is just lovely i would recommend this restaurant for any occasion ,1
we walked from old town prague to bibimbop korea didn t expect the walk to be so far but we were very pleased to have found the place and even happier when the busy restaurant was able to find a table for the 4 of us this restaurant was busy and booked full with reservations after having dined here i understand why the food is amazingly delicious service is prompt and attentive the staff there are polite and welcoming the food was served quickly and it was savored by all of us in our group wonderfully seasoned all the foods were the perfect temperature and plenty of drinks to go around the host was friendly and checked in on us during dinner a couple of times to be sure we had everything we needed wonderful service this place is the best korean food in prague definitely worth the walk or if you re hungry take a taxi but definitely don t miss out this place is the place to go and be sure to make a reservation ,1
decided to check this place out after reading the four star reviews on trip advisor they were correct excellent fresh food served with a big fat smile the only thing is it was hard to get a table but i think that was my fault as i told the group of people i was with 60ish and they got there before me and stole my restaurant ,1
4 days in prague and we visited this korean restaurant twice more if we had had the chance the food was exquisite kimchi jjigae chicken for 2 the pancake the bibimbap the service was not very fast but the owner is a very gentle man for dinner the restaurant gets croweded easily probably because it is the best in town but it is well worth the wait they would rather make you wait rather than make you sit next to strangers so for me it is a plus i more than recommended this place and wish they would move from prague to paris where i live ,1
absolutely delicious very tasty heart warming food and very friendly staff one of my favorite stops on my way home from work ,1
the food was delicious and the staff very friendly and helpful prices are very good for prague meals were prepared fast and fresh i had jaeyook and i was more than satisfied they even played k pop in the restaurant so the atmosphere was very pleasant there if i lived in prague i d go there very often ,1
very nice clean and welcoming good food well cooked very cheap meal for 2 with drinks less than 15 well worth a visit ,1
i had the traditional korean dish that s on the front of the menu just the right amount of spice staff was very friendly and happy to help they even told me the correct way to eat the dish try it ,1
we had a great time in the restaurant the food was very good and the waiter was incredibly cute and nice we absolutely recommend this place,1
if you want authentic korean dishes try this hidden gem this is the place you re looking for 어른분들 모시고 하는 여행이라 2 3일에 한번씩은 한식당 투어를 하고 있는데 이곳 일품입니다 특히 짬뽕 한국에서 먹던것보다 더 맛나요 그리고 인상 좋으시고 친절하신 사장님 you made my day not just delicious dishes the owner welcomed us with big smile ,1
food is very good staff is very nice and friendly everyone speaks english they have a korean wine that is part of the experience ,1
it was a fantastic experience and i just loved it small place clean and cosy place feel like you have lunch with family very polite personnel and the food just come and taste it you will enjoy every bite ,1
i went to bibimbap with my girlfriend and we both enjoyed the evening very much all waiters were very polite and genuinly nice i ordered the speciality bibimbap for affordable 150 czk i was very positively surprised that it included kimchi and a broth all very tasty though i asked for vege version of bibimbap i doubt the broth they brought me was vegetarian so i recommend to ask them about that if you re vegetaratian vegan the beer was also good and for a reasonable price all in all it was a very pleasent experience for good money ,1
we love this restaurant for occasional visit menu is not so big but the bibimbap is very tasty you get side of kimchi and soup owners are korean and staff is nice and helpfull prices are more than reasonable 150kc for bibimbap portions generous you will leave satisfied although spiciness level is probably tailored for locals as it is not that spicy at every visit we saw couple of koreans which i thing is sign that the place is good and somewhat authentic given the price and location ,1
really tasty food which is well priced nothing fancy just good honest cooking the owners seen to be a couple wife cooking husband out front he is very welcoming and a big reason we keep going back ,1
really great wholesome food just be aware that the spicy really is spicy i would most definitely recommend this place ,1
i really missed korean food after moving back from melbs to east central europe maybe reading all the excited reviews raised my expectations too high but what i found in bibimbap was a nice and rather busy low key and cosy restaurant with friendly staff and almost home like atmosphere but the choice of dishes was rather limited and food was a bit bland all in all this seems to be a nice and friendly place to go to with friends but do not expect really real korean ,1
today we tried for the first time real korean food at bibimbap korea the restaurant was not the easiest to find as it is a 5 min walk from zizkov tower hidden after a staircase and not so easy to spot we luckily used this map and eventually found it we ordered plum tea lemon tea common bibimbap and gimbap the flavor were new to us but very fresh and tasty plus presentation was very good as you could see they put passion in their dishes service was also attentive and staff was helpful i was also served fermented kimchi to taste but that was too extreme to me and i did not like it but every othet dish was amazing totally recommend ,1
first of all let me say this is not the most authentic korean food i have ever eaten but still the food was excellent the menu though was disappointingly small me and my boyfriend got rolls to share and mains everything was top quality and tasted amazing portions are big enough and we even left food on our plates which we rarely do great value for money the only thing i felt really bad about was that i left the wrong tips which was almost nothing other than that i would revisit definitely ,0
i had bogogi bibimbap and beer have to say i m quite disappointed according to the reviews i was expecting authentic korean food however my bibimbap has lots of arugula and lettuce this is salad with minced beef on top of the rice not authentic not even spicy ,0
말이 필요 없는 최고의 한식이었다 한국 맛집이랑 비교해도 손색이 없는 맛이고 사장님도 친절하셔서 더욱 좋았다 한달동안의 유럽여행중 가장 맛있는 식사가 아니었나 싶다 it was a beautiful foods you must try it,1
while the food quality was good the service was terrible we waited over an hour for our food and although the manager apologized for the delay that he blamed on a full house i was quite annoyed that a couple seated more than fifteen minutes after us were served their meal which did not seem any less complicated than ours before us so if you don t mind the wait go ,1
i went there because i stayed in a nearby hotel i took the classic bibimbap menu and really enjoyed it the food quality was very good the staff was very friendly the price is very good in relation to the quality of the food it s not in the usual tourist location but nearby a tram stop it s certainly worth to take the short trip to go there ,1
great food friendly staff options for vegetarians as i am reasonably priced it s worth a visit if your in the area ,1
classic korean food for a really good price really delicious korean dishes the atmosphere was really good and the staff was really friendly i would definitely come and eat here again ,1
we went here on our last day of our trip we chose this place after seeing other reviews on tripadvisor and also since korean food is not usually easily available in europe we were not disappointed since we don t eat meat we asked the waitress to make a vegetarian bibimbap with eggs and veggies and use tofu instead of beef she gladly took our order also our order came with some kind of soup which was also nice and the kimchi was just like i was expecting i also took the ginger tea which i also liked was sweet but i think it might not be for everyone ,1
this is one of the more authentic korean restaurants i have been to outside of korea we ate here twice during our visit the quality of the ingredients is high everything is cooked fresh and the prices are unbeatable i highly recommend this restuarant to anyone who loves korean food the waitresses are not korean but it appears that the owner and the cook both are and there are always lots of korean people eating there we may go back for a third visit tonight ,1
the food was amazing and authentic at a really good price good service as well came here twice during my 3 day stay in prague ,1
literally bibimbab korea is the most authentic korean restaurant in prague i can taste real korean food in europe price is reasonable and the service was amazing i was full of surprised that the waitress can speak fluent korean and the best part is owner you can get the best korean cuisine in best price ,1
this is my go to korean restaurant in prague everything here is perfect the owner and staff are some of the kindest i ve encountered i ve been here over 10 times and the service is always perfect the food is truly authentic korean and the prices are pretty good as well ,1
found this korean restaurant by accident one day while randomly walking through a neighborhood in prague after living in korea for three years i have become a bit obsessed about authentic korean food i was not disappointed it was delicious and the service was great i would definitely go back ,1
we ordered 1 bulgogi bap 2 korean seafood pancake 3 gimbap 4 ramyeon 5 fried chicken 6 kimchi soup we love it all it s just too delicious the waitress non korean wasnt very friendly but the owner korean is very nice i would definitely recommend this if you are looking for asian taste in prague it is one if the best meal we ve ever had in eastern europe ,1
not expecting to find korean food in prague but this place is excellent tram 5 and 9 goes past it get down at lipanska stop cross the road and go down the stairs bibimbap was super good value pretty satisfying very happy to recommend this place for a good meal ,1
