review,P/N
and oh so good food was very delicious and full of flavor great for a pre theatre meal go early as it can become loud ,1
my korean friend brought me here for a healthy wholesome meal between the kimchi felrmented vegetables and the dumplings the lovely soups with beef fish pork which neveer get cold as they are served in special font pots and great spices sweet as well as spicy and the famous korean bbq we were really spoiled for choice this is a small restuarant so dont expect luxury but the service is quick and efficient as well as polite ,1
came here on a friday evening was already full so had to wait for about 20 minutes for a table they don t take bookings between certain times but was the wait worth it it s quite a small restaurant with quite closely packed tables but we felt this added to the atmosphere the service was friendly and efficient and the menu has a great choice of both meat and vegetarian options the food we tried was all delicious and reasonably priced they also do takeaway it s good to know before you go that this place is cash only will definitely return ,1
delicious food and excellent service especially considering it was a crazy busy saturday night we would definitely recommend it ,1
came as a recommendation from a friend was absolutely not disappointed the service was fast the food was delicious and felt freshly prepared the quantity was good and felt value for money very knowledgable and attentive staff would absolutely make the trip to go again i had the beef bulgogi kimchi and korean tea with rice and lettuce even though it was a rainy day the line was out the door and it was busy i look forward to finding my next excuse to make the trip to return there ,1
went in for lunch and it was the best and lowest cost meal of our 4 day trip they have a daily special which is only 5 90 to eat in it was a soup with dumplings and very nice we also had the most delicious chicken wings katsu chicken with udon noodles a portion of rice kimchi and a big bottle of water and it was just under 35 including a service charge service was quick strongly recommend,1
we ve eaten bibimbaps and bulgogis all over korea so we were delighted to find that lime orange was absolutely bang on in being authentically delicious with me loving my pork bibimbap and my wife loving her beef bulgogi mine had lovely tasty fluffy rice with 7 or 8 different types of steamed vegetable pork that had been marinated in a delicious sesame y marinade and a little bowl of miso soup on the side while my wife s dinner consisted of a beautiful fragrant soup with delicious marinated beef in it with a bowl of that lovely rice on the side i was also delighted to see they serve makgeolli that lovely korean light rice wine the place was absolutely heaving with a queue of people out the door many or whom were koreans though we only had to wait 10 mins or so to be seated the service was quick and friendly and we left 40 mins later with smiles on our faces it is cash only at lime orange but there s an atm right across the road we will most definitely be back ,1
this small clean friendly place is perfect for a pre hamilton or whatever show you are seeing at the palace repas korean food can be light even vegetarian spicy or not depending on your preference and the kimchee won t upset the people sitting next to you in the theatre i had udon noodles supposedly spicy they weren t piquant but they were fresh and umami my friend had bibimbap with tofu both dishes were generous and filling we shared kimchee pancakes like potato pancakes but crunchier service was unobtrusive and efficient arrive early for pre theatre because it gets crowded the closer you get to show time ,1
i love this place bustling and friendly with super spicy tasy warming authentic korean chow bulgogi bibimbap kimchee and lots more beside always makes me leave happy and replete try the korean beer too recommended whole heartedly ,1
ate here last friday and it was out of this world soo tasty and generous portions came as it was close to the theatre and we had look at reviews beforehand it did not disappoint would definitely go back if in the area,1
you need to get there early to avoid having to queue but the food is excellent and the service is quick and friendly an ideal place to go for a pre theatre meal ,1
went for dinner with my husband and ordered cucumber kimchee beef bimbibap spicy chicken bulgogi kimchee jigae ramen we love the cucumber kimchee and beef bimbibap but the chicken and ramen was too spicy for us however some people might like the spicyness so this is relative the atmosphere is typical asian cafe place but it did feel a bit cramp but i think that is because the restaurant was trying to pack as many seats as possible to maximum sales which is understandable the service was good and the staff was friendly also this place only take cash so bear that in mind in summary this is definitely an option for a pre theatre meal and i would go back again if i am around the neighbourhood and if i crave for asian food ,1
great food good service and no line before show in october but it was completely full when i left at 7 pm the bibimbap is great and plenty of food would not have had room for appetizer though they looked stellar on other tables,0
stopped by after a matinee it s across the street from the apollo victoria and we were told there d be an hour wait we put our name down in the queue and 20 minutes later we got a call saying a table was ready we were only a few minutes away arrived quickly and were seated in the back of the room the vegetable mandu and the chicken bibimbap were good and coupled with a great show the food helped make it a good day ,1
we had a great dinner after arriving to london on a late train from the airport very close to victoria station great korean food tasty and abundant really nice service although the kitchen was about to close surely coming back ,1
really good bibimbap my friend had bulgogi also great small restaurant near a few theaters so it was very crowded when we arrived and had a line out the door soon afterward but worth the crowds and the wait in my opinion black sesame ice cream for dessert was unusual and delicious ,1
i came here because of the reviews and wasn t let down the food was great and was authentically korean the bibimbap was exactly as i had in seoul and i was really pleasantly surprised by the quality of the kimchi as well as the size of the dishes it isn t michelin star dining but i m glad it s not the service was really good and it is excellent value for london i ll be back here ,1
we ordered 2 noodles and some starters and they were tasty the staff were very friendly too as we stayed there a good 2 hours after we finished our meals and they never chased us away ,1
we had the beef bulgogi pork bibimbap and chicken katsu udon and they were all delicious and generously sized mains are under 10 which feels like good value for the quality and location right by victoria station and the theatres showing hamilton and wicked service very friendly too ,1
the restaurant is conveniently located less than 5 minutes walking from victoria train coach underground station so it s a busy area but the restaurant itself is away from most of the footfall while we were there however at around 7pm midweek the restaurant was consistently busy with a constant stream of diners it s pretty small and quite cramped and it was slightly uncomfortable having the waiting diners practically hanging over our table so ideally they should carve out a space for waiting but then they d lose a table and welcome income i imagine that said the food was great not quite up there with kimchi in holborn but far cheaper good portion sizes a really good selection on the menu was pleased to see a tofu bibimbap for veggies the kimchi wasn t quite spicy enough for our liking and the mandu dumplings were only lukewarm but these are mild complaints and all was worth it for the delicious bibimbaps which we spent an hour over scraping the burnt rice from the bottom of the stone bowl don t judge it s the best part the service was also very friendly all the servers were smiley and helpful if a little rushed overall i would recommend a visit to lime orange with friends for something quite quick or even alone at the window bench but probably not for a romantic meal or for somewhere to relax with drinks for a while ,1
we d been to the nearby victoria palace theatre we saw this place on trip advisor and had booked a table for after the show just as well as it was really popular the food was really tasty and service was really quick it s a small place and they clearly want to turn the tables quickly so not a place for leisurely meal nb cash only a great find ,1
this is a little gem near to the apollo victoria every dish was well presented and made like korean food should be it s small and cramped but for a meal its great service is friendly caution is advised since while we were there someone two tables down by the door had their cell phone stolen by a beggar who covered it with a piece of paper before making a sharp exit ,1
we were lucky enough to get hamilton tickets at the victoria theatre lime orange is literally 3 mins walk away food was great we shared two starters prawns and calamari then each had a main and the grownups tried the korea beer great service food and value we were in and out within an hour which suited us ,1
came here for a casual meal with a friend who s quite a foodie based on reviews and the apparent halal options available there is a sign in the window saying the chicken is halal and the member of the waiting staff that i asked said the same we hadn t booked and managed to get a table but it turns out we definitely should have if we were planning on coming a bit later we got there a little before 18 30 i think the restaurant got packed pretty quickly but not in chaotic manner and the service we received was very friendly and helpful throughout as i said in the title the yangyeum chicken which we shared for starters was very tasty and the batter was crispy for mains i went for the spicy chicken bulgogi with lettuce and rice and my friend went for the beef bibimbap which comes with rice i enjoyed my dish even if i struggled a little at first with how to eat it the waiter did very politely give me advice when they served it and my friend described their course as okay i d say i m less fussy than them p but if they say it s okay it s good for me and if they say it s amazing it s really good for me tables were generally clean though one or two spots seemed a little sticky and the toilets well i can only comment on the men s seemed to be kept in good condition food was served fairly promptly and despite how busy it was getting with people waiting to be seated we were never made to feel rushed or anything like that it s not that expensive but i think if it were a little cheaper i d be likely to come back here for a quick bite if i were in the area P,1
met an american friend visiting near victoria for dinner although they do not take reservations between 6 and 8 pm i called during the day and while they made no promises they had a table waiting for us which was great the mandu bimbibap and bulgogi were all excellent the hite beer cold and fresh all this for 45 for two it s not a fancy place but definitely authentic attentive service as well ,1
an unexpected delight very close to victoria station which is otherwise surrounded by chain franchise eateries cosy homely atmosphere very friendly service and the food was yummy my nieces and i ordered a couple of starters and a couple of main dishes incl the beef bibimbap which was recommended to us by someone waiting for her takeaway there was more than enough to share and we thoroughly enjoyed it it was my first time at a korean restaurant and i would definitely go again but please check the state of your bathrooms regularly ,0
i cannot recommend this restaurant enough firstly the food was to die for so we ordered the tofu udon the salmon teriyaki korean bbq beef and a bibimbap and every single one of us adored the food each dish was exceptional the tofu was the best tofu i have ever eaten it was just delicious it s a really cosy restaurant and because everyone is sitting quite close together you become quite friendly with the people around you if you want to the price is very reasonable as well considering it s in central london everyone has to visit this place we love it ,1
came here for a post theatre meal great food and good service even though it was packed and we had to squeeze onto a small table ,1
we had a pre hamilton lunch fantastic korean food great starters a must try is the cucumber pear kimchi service was courteous food came fairly quick quite a useful tip it s also 5mins from victoria station we ll be back ,1
i ve been to lime orange several times now and always get the chicken bibimbap and have never been disappointed the dish is hearty hot and full of flavour i could eat it over and over again the atmosphere in the restaurant is cosy and always full of people the service is good some improvements could be made when it comes to the waiters and how they deliver the food on the table especially as the dishes are so hot apart from that no complaints ,1
given the good reviews we were looking forward to this for a pre hamilton meal but we were disappointed on a very hot night we tried to go for a light option of sharing several starters but everything came deep fried and not particularly tasty won t go again,0
we chose this place because it was close to the apollo victoria theatre we were having dinner before going to see wicked my kids also wanted korean food i thought the food was ok frankly i think we get better korean food in toronto it was just different i was surprised that the side dishes weren t included even kim chee we had to pay separately again this just might be the way it is in london back home it is all include in the meal my wife thought her salmon was done very well ,1
visited this restaurant again as from my friend request we were enjoyed the first time this time we ordered similar dishes cucumber kimchi and set menu when we asked for some raw garlic and chilli sauce like last time the waiter said they don t have any raw garlic and chilli sauce really korean restaurant don t have raw garlic and chilli sauce it s traditional way to eat the bulgogi beef with raw garlic wrap with lettuce sounds like this time we walked in to the wrong restaurant ,0
stopped here before going theatre lovely food nice ppl nice taste of korea wish it was a little bigger would definitely go again,1
this small family run restaurant located near victoria station features largely korean or korean japanese fusion food that is well prepared tasty and affordable we had fried tofu statter and soya chcken starter i have had the fried tofu starter before and it was excellent tonight it was just ok but the soy chicken was excellent succulent fleash indide crispy on the outside and rich with umami flavours for the main course we each had the soecialty stone bowl meal called bibimbap mine was beef my friends was chicken seven vegitables are combined with the meat of your choice and rice and this is cooked in a hot stone bowl miso soup is served alongside hint pour the miso into the bowl to sizzle off the rice from the bottom of the bowl excellent tasty dish dinner for two including two starteres one side dish two main dishes and two beers came to under 50 ,1
stopped in here before seeing wicked the food was great and reasonably priced for the area around 7 12 pounds for a main staff were also very friendly and the service was fast would definitely recommend ,1
visited this restaurant before wicked came around 17 30 and 2 tables were taken it was getting busier around 18 15 very nice and delicious food nicely served in hot pot quick service around 35gbp for 2 starters and main meal to share with drinks recommended ,1
a small restaurant the service was quick and attentive we ate the cucumber kimchi which was excellent it contained thin slices of apple very refreshing for main course we ate the pork bipimpap and beef hot pot bulgogi also very good the price was very reasonable all and all an excellent experience i highly recommend ,1
just stopped by for a quick launch the service was very good the food came out fast and the food was excellent,1
went in for lunch and had an amazing time recommending getting menu number 3 if you are really hungry however getting a bibimbap per person will suffice,0
we discovered this place by mistake while we were waiting the train to the airport and since then it s a must in london if we have visitors we always recommend them to go this place the bibimbap is amazing and you should try at least one starter i would recommend to anyone this place if you re in the area ,1
a real gem of a place near the apollo victoria and victoria place theatres we got there at 5pm and by 6pm there was a queue food was excellent and i enjoyed the korean beer well recommended,1
a smallish korean restaurant that serves healthy meals with fresh ingredients the daily lunch specials are value for money if you want to give yourself a treat go for the different choices of bibimbap which comes sizzling in a hot stone bowl i like it that you can add the chilly sauce according to your taste top off your meal with a bottle of korean beer ,1
located bang opposite the apollo victoria ideal for a pre theatre dinner it was quiet when we arrived but quickly filled up our food was delicious interesting korean food which our waiter explained the best way to eat it we ordered a cucumber side dish which we didn t really enjoy however when the bill came we were not charged for this the waiter said he tasted it himself when he saw we had left most of it and he said it had not been prepared correctly so we were not charged great customer service recommended,1
we loved this meal and we liked the atmosphere a lot it was so busy and the staff were super quick we did have to ask to order for drinks and to pay but that wasn t a problem the food was good and the service was quick ,1
husband amd i wanted to try something new and decided on lime orange based on reviews really glad we did the food was very good it came quickly and was reasonably priced the only reason i gave it 4 stars instead of 5 is because it is very tight placement of tables so there is no privacy because the neighboring table is literally a foot away from yours and it was also pretty loud a great place to meet with friends but probably not the best choice for a romantic or intimate meal ,1
first time visit the restaurant after the show walk in early hours friendly greetings from the staff dishes were good portion tasty too seats are comfortable even in a small place even the price is really reasonable price ,1
we were so lucky to get a table here almost as soon as we walked in they were packed we had a show to see across the street at apollo victoria and were unfortunately a little short on time service was quick and friendly and the food came out fresh hot and absolutely delicious i haven t had korean food very often but lime orange is the best i ve had the spicy calamari we tried as a starter had a couple of pieces that were a little chewy but most were just about perfect i really liked their kimchi too i had chicken katsu udon and the chicken was crisp moist and the sauce was very good the noodles and vegetables perfectly cooked in my opinion my husband had the pork belly bulgogi with fresh lettuce leaves and he loved it the portion sizes seemed very generous to us and we both had to leave some on our plates leaving full and satisfied with our dinner it is a small place maybe a bit cramped if you re a bit of a larger build and they were completely full our entire visit i imagine they often are i m not familiar with meal prices in london but we felt that they were very reasonable i highly recommend lime orange and both my husband and i would happily return on another visit to london ,1
this is the second time i ve visited like before i let a family member order on my behalf as i m not au fait with korean dishes the food and service were excellent we really enjoyed our meal i said in my last review that i d return again and two years later i did no doubt i ll be back again one day ,1
if you want to try authentic korean food lime orange is the place to come the food is great the service is friendly and it is excellent value too try the calamari starter its gorgeous the spicy chicken noodles are delicious also careful though they really are spicy ,1
ordered a take away to collect and have to say the prawns and squid starter were excellent great enough to make you want to return to then restaurant the kim gui was just ok for me the chilli chicken and the chicken katsu udon didn t travel well the chilli chicken lacked some umph and the katsu just needed some more sauce or jus or something to help it along i think this would be much better in the restaurant the starters were truly tasty and i think the katsu will be better so although only a 3 5 i would go to the restaurant to try it out,1
on a visit to london we wanted to try something different lime orange was fantastic i had never heard of bimbimbap but it turned out to be delicious i shared with my grandson while himself had marinated steak great wine friendly and excellent service and good prices we arrived around 5 30pm the place very quickly filled up we look forward to our next visit ,1
visited with friends yesterday for dinner it was amazing delicious food lovely ambience and very helpful staff food taste is very good with nice presentation highly recommendable if you looking for korean food in london it s best in london five stars for everything ,1
i ll be honest we weren t supposed to be going to lime orange our first choice was closed but my colleague loves korean food and suggested lime orange and what a great second choice from the outside lime orange doesn t look much but at 615 on a monday evening it was almost full and tables filled as soon as they became free people obviously knew something we didn t service was prompt and friendly and the food was excellent this was my first korean meal so my colleague ordered two different bulgogi and some side dishes and i was instantly hooked fresh tasty well prepared and super tasty and very reasonable at 25 for more than enough food washed down with a korean hite beer each such an unexpected gem amidst the tourist rip offs in the area ,1
great little pre theatre spot amazing bibimbap and great service reasonably priced and the portions were huge would highly recommend ,1
very charming restaurant with real korean food even with teenagers a good choice the team is very flexible and managed to adjust the menus for our teenagers in one case they only charged 50 as our son made a mistake by choosing a soup great place,1
had dinner here before going to see wicked at apollo victoria theatre which was directly opposite the food was amazing full of flavour staff were very attentive and helpful it was very busy always a good sign would definitely eat here again ,1
me and my work mate love to pick up our lunches from lime orange every wednesday as they have special beef soup yukgaejang the beef soup is filling and really hearthy 4 50 takeaway for a portion and it is quite cheap and healthy as well my korean workmate loves their soup that tells alot about it i will definitely return they accept only cash for order below 7 and it can get quite packed during lunch time we used to order by phone and picked it up 10 mins later easier that way no queue ,1
lime orange has so many small tables fully occupied by residents and tourist the quantity of the food was enough so it was difficult to finish all also the tasty was great especially the quality of rice is very nice which is very important factor for their menu when you order bulgogi don t miss lettuce as side which is included always in korea ,1
the food was very nice it is value for money there were 10 of us and they did not mix up the order the food came in a timely manner the staff were also nice good korean meal,1
as the restaurant is within line of sight from the hamilton london theatre we went there to have a pre theatre meal food was so good we immediately came out of the matinee show and went back there for dinner the bimbibap is too good for words and the staff are very respectful and receptive to any patrons who suffer from food allergies definitely going back ,1
lovely atmosphere in this tiny restaurant the waiters could not be more courteous the food was delicious and great value for central london definitely worth a visit ,1
no complaints dropped in here while passing had to wait slightly for a table but were dealt with courteously food was first class waiter was very friendly and helpful ,1
this restaurant was near perfect for a casual bus inn luncheon standards such as kimchi bulgolgi and grilled meats at the table were served in good portions and were satisfying the restaurant was a bit noisy not not distracting the noise added a layer of confidentiality to the business discussion the restaurant has room for improvement the added chili was a limp bottled sauce there were no small dishes typical of more upscale places and the seafood in the bulgogi was small in size and a tad light in volume within the dish though the cuisine was geared for a british audience there were several koreans among the clientele prices were reasonable and service was good ,1
we stopped here for a bite to eat after the theatre it s close to victoria palace theatre so an easy walk wonderful food and service was exceptional they helped us choose several tasty entrees the bibimbap was great and noodles were yummy we will visit again,1
we loved our food at this restaurant tried kimchi for the first time and can see why it wows quick service in a deservedly busy restaurant we loved it ,1
this place is amazing you have to come and try the food it s quite a small space and if you haven t made a reservation then you are likely have to wait but its worth it it s the go to place for people that work locally good quality food at a decent price what more can you ask for,1
looking for a place to eat before the theatre we found lime orange on tripadvisor oh my we were seated as it opened at 5 as were several other tables the service was efficient but not rushed they are clearly used to the pre theatre crowd but oh my goodness the food it was delicious a korean food fan in our group ordered a variety of dishes for us and she was seriously impressed i just kept eating the food was fresh and plentiful and superb so concentrated were we on our dinner that we d not noticed the restaurant was packed and folk were waiting forget the theatre go for great food ,1
we were looking for a dinner before the hamilton show nearby we found a korean restaurant which is my favourite food we arrived at 530pm and there is not very busy the decoration is cozy but the table is a bit close to next table the food served very quick the waiter came to explain how we should enjoy the food he is very friendly and we spend some time to talk to him about korean culture as well the food taste so good that make me feel like i am in korean we finished our dinner within a hour and people was waiting for the seat therefore we left and heading to our show ,1
there are many fancy and expensive korean restaurants in london this is truly one of the best korean restaurants in london no wonder why the restaurant is regarded as 1 in tripadvisor highly recommended to try their tofu kimchee for the starter and hot stone bibimbap ,1
meeting a friend for lunch we thought we would try lime orange when we arrived it was really busy but there was a table for 4 available so we sat ourselves down and waited to be served after five minutes we were told that as there was only 2 of us we had to move and join the table behind us we did ask if we could stay on our table and other people join us but they wanted to keep the table for 4 free just in case a party of 4 walked in so we joined the other table although the current occupants were a little taken aback but there really was not much room for 4 and couldn t talk freely then table for 2 became available so we moved to the free table we were then told we couldn t have this table as it had been reserved so no one waiting a table for 4 and a table for 2 unused but we could only join a table already occupied by 2 people at the point we felt very unwelcome and decided to leave my view on the food can t be included but we definitively did not feel the love looking at other posts it seems we aren t the only ones dissatisfied with their seating technique if you want korean food then give it a try but if there are just 2 or less in your party then find somewhere a bit more welcoming ,0
absolutely love the food there had dinner for the second time and had not been disappointed the place is small so come early if you want a table ,1
great food visited on a wet busy saturday lunchtime when it was full but with a nice buzzy atmosphere we all had bibinbap and can thoroughly recommend them just watch your hands on the very hot dish service left a little to be desired but really good prices ,1
i met an old work colleague for a catchup over a meal at lime orange selected for its proximity to victoria and an interest in trying korean food i found the service to be brisk and efficient food great i had the seafood bibimbap lots of seafood delicious and my friend chose the pork belly with rice and lettice which he enjoyed too the restaurant has a row of tables galley style quite close together but we did not find this uncomfortable and were able to converse well beers were bottled korean and japanese offered and served cold we had an enjoyable couple of hours at this restaurant and although the menu may be somewhat limited compared to a previous visit i had to a korean restuarant the food smacks of korean flavours ,1
this korean restaurant had awesome reviews but their food wasn t anything special i mean it was tasty but it missed the final touch the service was quick and friendly even though they forgot one of our starters it was a bit overpriced compared to the quality of the food ,1
simply a great restaurant friendly and fast service well made and prepared food comfortable seating we only planned to go for lunch but enjoyed it so much we went back for dinner after that afternoon s performance ,1
we found this little jam by chance and what a nice surprise they do not take reservations during pick hours but the service is quick so we just waited 10 min our bibimbap were terrific and finally a decent size portion london is famous for downsizing all the foreign food remarkable kimchi i suppose homemade i would skip the cakes and the ice creams very average and bit overpriced our waitress was super nice ,1
amazing host and amazing fresh food must go back again quick service good quality and reasonable prices,1
great quick korean food right by victoria bibimba was delicious proper crispy rice bottom kimchi was good vegan and veggie options would defo go again ,1
we went to lime orange before seeing hamilton the distance between the theatre and restaurant is minimal if using google maps you are sent to the back of the building so maybe ask a nearby shop for directions if you are not sure the restaurant decor is basic but comfortable there is a takeaway menu available food was great affordable and came out promptly our server was friendly and efficient the bibimbap was amazing and reminded me of my travels in korea the kimchi is homemade and pairs well with the dishes the main dishes are a good portion size and will keep you full the barley tea is a really lovely way to finish the meal and tastes like coffee the only element of the meal i was disappointed in was the black sesame ice cream the concept is a good idea however the ice cream had ice crystals overall this is a good restaurant for those who love no frills yummy korean food ,1
delicious korean food very affordable under 10 for a main just a stones throw from victoria station ,1
popped in for a quick lunch before watching hamilton at the nearby theatre basically a korean one dish meal place their servings are large in fact one bowl could have been shared by the two of us since we aren t normally big lunch eaters service is no frills but efficient food is tasty and basic they only take cash so make sure you have enough,1
stumbled on this restaurant while on the way to see wicked awesome food great friendly service and great value for money we were luckily as we got a table straight away as soon as we sat down a queue stated to form with people willing to wait for a table that s how good it is ,1
my friend lived in ulsan for a year and was missing the food so we thought we d try out this place and it did not disappoint we had a fairly long wait for the table as it was busy not surprising being opposite a theatre but the staff were attentive and we had a nice chat with other customers waiting we ordered a bottle of soju between us jug of water japchae kimchee jeon cucumber kimchee and the spicy chicken bulgogi with rice and lettuce all dishes were super tasty and all worked well together along with all the dipping sauces on the table needless to say my friend lived the food and was impressed by how good it was compared to other places she s tried the only improvement would be to have other flavours of soju we ll definitely be back and most likely booking a table as well ,1
went to lime orange pre hamilton we both had bibimaps chicken and seafood and really enjoyed the food service was good the place was very friendly as it was pre theatre we only had the one course though it came with misu soup but others around us were enjoying other dishes so i would definitely reccomend it,1
first experience of korean food and it was delicious random choice from the extensive menu and we couldn t have made a better selection lovely polite staff and food appeared swiftly which was good as we were off to a show ,1
our first experience of korean food as with previous comments we weren t disappointed there was a reasonable range of options for us as vegetarians everything we chose was tasty enjoyable it s certainly a cuisine i d be keen to try again perhaps in a slightly less rushed less busy setting service was friendly efficient fast good value for money well located for victoria bus station,1
we booked this restaurant for 5 people four weeks ago we reconfirmed our reservation two days before as we were travelling 60 miles into london to meet friends for supper we arrived on time to be informed yes they had our reservation but they had no tables available we would have to wait standing for maybe twenty minutes and then he could squeeze five of us onto a table for four said he was sorry and they just overbooked tables this was said matter of factly it would appear to be their normal practice no free drink offered if we chose to wait we left and found a good restaurant nearby the front of house staff couldn t have cared less with such an indifferent cavalier attitude to customers you have to wonder what happens in their kitchen avoid at all costs ,0
we visited this restaurant before a show based on its good ratings and closeness to the apollo victoria we have eaten at a few korean restaurants over the years and this is by far the worst food was edible but average uninspiring and underwhelming felt as though minimum effort made for tourist trade service was friendly and helpful if not a little chaotic ,1
i should mention this is my first experience of korean food so i have nothing to compare it against we were keen for the kids to broaden their horizons and none of us were disappointed the food was very good and the service friendly and fast we also enjoyed the korean beer the decor is simple but attractive reasonably priced for central london great location right opposite apollo theatre they keep half the restaurant for walk in business we will certainly return ,1
ok so i m not the biggest fan of korean food but if you are this might be for you 2 mins walk from victoria station practically opposite and super fast service if you want to catch a train my tip is get there early before 7pm to be sure of a table ,1
first time in a korean restaurant excellent food very healthy service was quick highly recommended will definitively visit again when i m back in london ,1
i m staying in london for three months and have tried 4 5 korean korean japanese restaurants this is the only place we returned three times for dinner including tonight my wife and i are koreans we both agree this is by far the best korean food in terms of quality price and portion we found the place gets busy after 6pm so we started visiting right after 5pm just as soon as they re open for dinner two min walk from victoria station ,1
before the theatre we went here i have been here a couple of times first time when i went with my family and it was nice so i took a my friend and it was not nice as i experienced but i thought i will give another try it is near by the victoria station and we need something to eat before heading off to her majesty theatre we had kimchi pancake spicy chicken dolsot bibimbab chicken katu with udon noodle hot pot bulgogi the flavour was there but all of were over sweetened the korean foods are well balanced umami taste i think if they do work more of balancing the flavour then they will be buzzing with lot of people ,1
great korean food and wonderful service the menu is extensive so you are bound to find many things to choose from the wait staff was polite and attentive the restaurant was lively but not too noisy i had no problem find gluten free dishes four of us all enjoyed our experience at lime orange ,1
visited for an early evening dinner and found the food to be average overall my starter beef bulgogi was delicious and had a lot of flavour the kimchi pancakes were ok but tasted very little of kimchi the bibimbap was average fresh ingredients but very little taste it needed a lot more seasoning would i return no ,0
new discovery and finally able to try a proper bibimbap and it did not disappoint not a glamorous restaurant which is fine because the food is delicious and staff really helpful and organised can t wait to return ,1
my husband and i had eaten here in october on our first vacation in london we had pork belly and beef bulgogi the food was very tasty and the staff amazing the guy who served us the food helped us whith the barbecue and even explained to us how to use the chopstix kam sa ham ni da ,1
we were looking for somewhere for pre theatre lunch and called into lime orange excellent find great food excellent service reasonably priced i thoroughly recommend it and here s a tip for you order one bowl of bibimbap for two people and get some side dishes to go with it the bib has seven vegetables plus rice plus meat of tofu of your choice and is very filling ,1
we pre booked our table for a pre theatre supper with friends we had missed out the previous week when we popped in on the off chance although the restaurant was empty when we arrived at 5 30 it filled rapidly and was full by 6 30pm when we left we had not had korean before so it is difficult to say how authentic the cuisine was but it was served promptly hot and it was very very tasty we even had some tuition about how to combine the various parts of a meal into a traditional mouthful from a waitress well worth the visit,1
had the chicken katsu udon for mains and i completely reccommend the restaurant is very close to where wicked is shown and it was a very satisfactory dinner ,1
recommended to me by two colleagues one visiting from japan who goes regularly with korean friends great food we had a good mixture between us friendly quick service thoroughly recommend ,1
i m a big fan of korean food and this place has large portions extremely tasty food and all delivered super speedily with great customer service and surprisingly decent prices i went at opening time and was surprised to see how it was packed out so fast but now it is very understandable definitely would recommend ,1
great food great service korean beer sadly isn t too special but the food was what i was there for primarily ,1
food was great high quality as i expect of good korean only reason for 4 star rather than 5 is presentation korean tradition is to serve small complimentary dishes with meals and those were absent extra charge which is not korean tradition ,1
a small korean restaurant close to victoria station we had a time schedule to hold and asked for food that could be served quite quickly we ate bibimbap and were happy with both taste service and the time a place to recommend ,1
this restaurant doesn t seem to understand the seriousness of food allergies i have a very serious potentially life threatening nut allergy so when we arrived i specifically told the waiter that i had a nut allergy when we ordered our mains and asked him to go and check that the food didn t have nuts in after we d eaten our main meal which was delicious best bibimbap in london i asked a waitress for the dessert menu she said there was just green tea icecream for dessert so we ordered some when it came i tried some and i thought it had nuts in which the staff confirmed although they hadn t felt it necessary to mention when i ordered i thought this was really poor particularly as i d explicitly let them know about my allergy fortunately i only ate a tiny quantity of the ice cream so i didn t have a serious anaphylactic allergic reaction just stomach cramps and some difficulty breathing but someone with a more serious allergy than mine could easily have died from that so lime orange needs to do a lot better to support its customers with allergies i really wouldn t recommend eating here if you have serious food allergies ,0
thank goodness we booked place full to the gunnels ordered cucumber and pear kimchi belly pork bologi and beef stew and calamari kimchi was delish pork dish very bland needed something the beef stew was tender rich and really enjoyed it the calamari was battered with sweet chilli sauce batter so thick and chewy couldn t taste the main star i would go again and try some other items as love korean food ,1
turned up at 12 when the place is still empty ie just opening by half past it was full including a pleasing proportion of people who looked as though they might have some korean heritage deep fried prawns were superb and vast for only 8 50 and the bibimbap chicken for me beef for her was so good that we ate till our stomachs groaned normally i d only be in victoria to go somewhere else this place might just drag me back ,1
went here after we tried to check in early at the goring a bustling place a hot spot for locals and the food did not disappoint the calamari was awesome and the short rib soup as well very good prices for this area in london ,1
love to try out local ethnic cuisine good korean speaking of locals there were quite a few locals there if you go after 6 plan on a wait service not bad for a korean restaurant though i realize i m making generalizations slightly different concept you pay extra for the ban chan side dishes and even white rice minimal cost though very limited ban chan too but a nice change if you ve been eating a lot of british food ,0
i took my team for an early evening meal and arrived at 6pm for the restaurant to be full so was pleased that i had booked the staff helped everyone choose suitable dishes and the bbq in the table was a good bit of entertainment the overall bill was very reasonable for central london and by the time we were leaving there was a queue waiting to come in given 4 stars as the wc is tiny and needs a bit of tidying up ,1
visited today before seeing wicked at 2 30pm i read the reviews beforehand and kinda knew it was going to be busy we arrived around 1pm and it was packed but to be fair we only had to sit and wait for around 10 minutes we was not disappointed the guys were busy yet welcoming and friendly we went for the 18 50 set menu the vegetable dumplings to start with were little parcels or tastiness our main was chicken bulgogi served with rice and side of lettuce leafs the guy explained we had to use the lettuce leaf like a wrap and add the chicken etc this was a great experience the tastes were gorgeous we had a couple of extras fried chicken wings and katsu chicken both equally as tasty we would not hesitate to recommend and revisit lime orange thoroughly enjoyed it here ,1
used to be a fantastic place for korean food but except for the bibimbop has really gone down the japchae glass noodle salad as well as some of the other staples no longer stand out but still a good place for the various bibimbops ,1
