,review,PN
687,"The Cinder Bar completely bursts at the seams with good vibes, friendliness and spot on tunes.
So many memorable evenings have been had at this spot...with the hosts taking hospitality to the next level. The Fe Fi Fo Fum is the reigning cocktail with an incredible NZ flavour twist...its a must have, seriously buy it now!
If you have the away from home blues or want to neet a new crew stop on by and make this your new local, minutes morph into hours as you literally laugh and drink while attempting to sing and dance that night away.",1
688,"Walking in the place looked nice, but I was soon mistaken because as soon as you get passed the bar, that's when all the horror comes out. We got seated, and grabbed our ticket (WHO USES A STAMP CARD THING? ). 
After we walked through a tiny walk way to get to the back where the buffet line started it was filled with an atrocious aroma of smoke, and heat.
Grabbing the food items looked so unsanitary. The food itself sat in the juices, like they all came from a can. With everyone in front of you touching the same slimey utensils i almost wanted to walk out. The meat was not refrigerated, and was leaky. I decided to give it the benefit of the doubt - regardless of everything my date and I experienced this far. The sauces were pre mixed, and even though you had a variety to choose from, with more than 1 cup to put it in, I still was not satisfied. They were definitely packed with sugar! 
Everything seems regulated, even down to not allowing for customers to pack their noodles in their bowl, which I personally go HAM on! 
When it came time to eat the food it was sooooo grease filled! Not what I expected at all. 

It's also hard to enjoy your food when the employees are constantly bashing their trays, bowls, and other Instruments on the floor when they're done cooking 1 bowl. 

All in all I would say this is not worth the price, time, and a review of 3 or more stars. The extra star I put on there was because of the nice waiter we had. He never let my cup go empty! On that note...try the peach sweet tea!!! Yum! 

Spend your hard earned money at YCs instead!",0
689,"If you shove a bunch of starved people in a restaurant in the apocalyptic world, it would look like this place. 

Don't come here for the quality of food. Come here if you are close to dying of hunger and want to stuff your mouth with somewhat digestible food. 

Our orders were lost and we didn't get some of what we ordered. People who arrived after me got their orders first. The food items that we ordered the first around came an hour later. We didn't have meat until 30 minutes of waiting. This place is just chaos.",0
690,"I have been going for years and have had every item on the menu. The food is extremely fresh and the servers are very polite and friendly. This is very authentic food!
I highly recommend their raw beef and egg yolk dish (yukhoe) as well as their dumplings (gun-mandu) and bibimbap. One of my favorite parts of my dining experience is the little delicious side dishes that come along with the entrees.
I highly recommend this lovely restaurant.",1
691,"My General Tso is crunchy. Wtf

Place is hot
Weird smell
Bad part of town
How is this ranked#1????
Rice iffy",0
692,"Amazing Bar. We spent a lot of time there. Thank you for the great moments we had Warren, Mikey, William and Daniel",1
693,Great bar if you are looking for very friendly English speaking staff who go the extra mile. Music is great and the clientele are fun too. If you are lucky enough someone might ring the bell and that is an experience in itself. Warren the owner is a real character!,1
694,"I tired this place after the reccomendation of a friend.

The restaurant was very nice and I liked the setup despite the uptight snooty atmosphere but hey its Summerlin so what do you expect. The AYCE menu was very dismal in selection and was not impressed by the little they did offer. The quality of the fish was good but they should ditch the AYCE and keep it old school and just offer specials on the rolls.

The service was ok but seeing how we went early before the lunch rush..its should have been better. We never actually got sushi plates which was rather annoying as well.

They did have the Korean BBQ setups at the table so perhaps the wife and I will return and give that a shot when it cools down but til then this is on my no go list.",0
695,We ordered seafood fried rice with rice cakes. The taste was a bit bland - maybe its because we Malaysians like flavourfull food...i dont know... you have to get the sides (which is the kimchi and the cabbage salad) by your own at the counter. The waiter was...okay...not friendly but not rude either.,0
696,"Great to discover you can get tasty, authentic Korean food in Birmingham. Good service and not expensive. Will be back for more.",1
697,"Love the spot, don't love the food.

Maru is a good spot for Korean if you just can't make it to Chinatown.   I've enjoyed their dolsot bibimbap several times and it's one of my favorites in town.  It's a big portion, so, come hungry.  Maru also brings out a decent selection of banchan and they are happy to refill, and refill, and refill....

Their seafood sundubu, however, is another story. It's watery and relatively flavorless.  Especially gross was that all the shrimp in my soup were not de-veined. Sick. The other seafood in the wasn't much better - mostly rubbery and overcooked.

Service can be spotty here, so, if you're looking for attention, steer clear.",0
698,Absolutely lovely. The whole staff is really friendly. The best place to chill and have a beer with your mates.,1
699,"It's a cool concept. I do have to admit that I love coming here, I just wish the food quality was just a lil bit higher.",0
700,"Bad food, even worse service. They only take cash due to evading tax probably. Ordered a lamb meal and it tasted gross. I barely touched it so I complained to the waitress and she could not speak much English and apologised but kept checking with the owner what they could do and all they could offer was 15% off our bill which is a complete rip off as my food arrived 30 mins after my friend has had his food. No apologies about this whatsoever. After a while, the owner came out very rude and arrogant saying they do not care if we don't like the taste of the food as to them it tastes okay. They tasted my leftovers as well. Wtf. Horrible experience. I will not be coming back ever. Probably will put a formal complaint as well after how we were treated.",0
701,Celebrated my birthday here. There was 20 of us. Seated just fine. Only one lady server initially then the second lady came after an hour. Fantastic service and food is served excellently. Will definitely come back again. Price is a bit high but went with great satisfaction.,1
702,A little bar tucked under an apartment building run by super friendly kiwi Warren. Wazza and the crew go out of their way to look after you from remembering your drinks favourites to dishing up excellent bar food as well and even ringing around for other late night bars to find who was open when it was time to move on.,1
703,"I lived in Seoul for almost a decade and this place's food tastes nothing like real Korean food. Overpriced (though I wouldn't eat their food again at any price, even free) and the ""recipes"" have been changed to ""suit American tastes"". Ha.

If you are in Colorado and want food that is more indicative of the cuisine you can find in Korea, I recommend Daegee (either CO location) or Soban in Aurora. Neither is spot on, but they are the closest I've found.",1
704,"Not good at all. Its not an authentic Korean bbq. Its a Korean bbq place but it was owned by a Chinese. They give only two side dish, seaweed salad and kimchi. Although they give large portions of beefs unlimited soda which is good. Only one dessert in the menu which is ice cream (blueberry and green tea only).",0
705,"We normally enjoy Korean food and once upon a time enjoyed this restaurant. But now, the food is unsavory. Even the rice and tea taste bad. And the place is tired and a bit grubby.",0
706,"WHY DID I FEEL LIKE I FELT SOMETHING WRONG AFTER I TASTED SUL LUNG TANG IN THIS RESTAURANT?  I was there had three sul lung tang with my friends, but, the meals were not good tastes and flavors, felt very greased or added some artificial flavors after I ate, also, the side dishes, kimchi and radish- kakdooki were not fresh, I think they might a new ownership or changed the chief.  I wouldn't go that place and no recommend to my friends.",0
707,The Cinder Bar is a great place to go of you're new to Songdo and want to meet up with other foreigners. The staff is super friendly and great to talk to and their burgers are great. The cocktails are also delicious! Highly recommend checking out this place!,1
708,The food was average. I found the management was quite rude to employee. Kimchi was very much below par.,0
709,"I'm a korean, but I wasn't able to feel korean food in this restaurant. I think the owner is a chines, so the taste towards more on chines style than original korean. I had soybean paste stew and Bibimbab. The stew was so salty and less ingredient, I think if they put more tofu or other vegetables in the stew, it would be better. And my friend said the Bibimbab has to much rice and less vegetables and meats. Maybe, I can make better dishes than this restaurant. Also, I don't know why they are only available cash. I had to withdraw money from near ATM...

버밍엄에 한식당이 많이 없어서 기대 했는데 종업원들도 중국인이고, 한식을 잘하는 식당은 아닌것 같습니다. 된장찌개가 짠맛밖에 없어요. 비빔밥은 찌개보다 먹을만한데 같이 간 친구는 밥을 정말 많이 남겼어요.",1
710,"Like korean restaurants, their menu consists of the regular korean dishes for a reasonnable price, such as bibimbap, fried chicken, etc. 

I tried the spicy chicken Cup bap which had chicken, japchae, rice and salad. It's was pretty good but wasn't really spicy. The side dishes were ok, but the kimchi was saltier than expected. 

The place itself is clean and cozy. The waiter was nice and friendly. 

Overall, I don't have much to say about this restaurant. It was good but not good enough for me to go back.",0
711,"Fantastic beer selection Warren and staff are super friendly and welcoming. You can go with your friends, or make friends there. Nothing can compare to this great small bar. Just check it out!!",1
712,I wrote review this restaurant yesterday but the owner deleted it !! 'Gomtang' has yucky smell and they don't serve 'banchan' with regular order. The food is really not fresh.! Please don't go there.,0
713,"What was fresh about this place?  The waitresses' bad attitude and poor service.  3 of us did the AYCE for $26, and 1 person ordered a korean dish.  

First off, when we got seated, the waitress took 3 out of the 4 drink orders, and then walked away. We had to shout the 4th drink order.  After we ordered our AYCE sushi items (limited to one order of sea urchin (uni) and 1 order of sweet shrimp, we waited... and waited... for our food. The appetizers like the tempura and gyoza were fine, although I had to ask for tempura sauce.  What place does not bring tempura sauce with tempura? This should have been a red flag, as I had to ask for it. The rest of the sushi came out very very slow, especially for being nearly empty on a friday night at 7pm.  
Finally the first sushi order (tuna) came out.  It's one thing if the sushi looks like it got rolled over by a car and died 2 weeks ago, but it actually tasted like it died 2 weeks ago and got rolled over by a car, and then sliced and put on top a very hefty wad of mushy rice.  It was tasteless.  The lack of flavor was attempted to be hidden by the sushi chef adding a clump of wasabi underneath.  
The rice quality was nothing that great either. It was a step above the quality of rice found at the supermarket.  
Everything else that came out had no flavor and there was a lack of excitement about the food.  
We had to wait 90 minutes before we finally got fed up, and said, where is our uni?!  The manager in charge said he would go check.  He came back a couple minutes later saying it would be out in a couple minutes as they just opened up a new box.  (Really?  they couldn't have opened up the new box when we ordered the food?)  The uni was fine, nothing horrible, but nothing that great either.  
The last sushi order they brought out was the white tuna which I usually like, but it was just horrible.  It was warm, melted in your mouth (not because it was good quality, but because it was just so waterlogged), and it had a weird almost alcoholic flavor to it. I spit it out and sent it back via the waitress who plainly ignored me until another waitress came by.  They were also very slow at servicing our table as we would stack our own plates to make room.  We also had to constantly ask for tea, but at least they kept my friend's soda cup full.  
My korean friend told me that her korean dish was awful as well. She only ate half of it.  
Overall, this restaurant is horrible.  The korean food is not good, and neither is the sushi.  1 star was given because that's the bare minimum that must be given and inside the restaurant looked very nice and modern.   This place does not deserve to serve sushi.",0
714,"This Bar has the most amazing customer service, hands down. The drinks are reasonably price and as all the reviews continue to say the wings are out of this world. Warren is an amazing owner offering hotel pick up and customer service. After discovering Cinder Bar it became my go to spot. When you enter you are one of the family. Order the Hendricks and tonic amazingly prepared. Thank you Warren for making my Korea experience so amazing.",1
715,We were excited to try Spice. The menu is cool and my chicken sandwich was good when it finally came. My wife had Pad Thai that was mediocre. The issues began with our appetizers which didn't arrive until AFTER the entrees. We sat waiting for half an hour for the appetizers... nothing. No sign of our very young very inexperienced wait person during that whole time. When the petizers arrived after we had started our entree we sent them back. Then the waitress reappeared and gave a Shakespearean monologue of exaggerated remorse. Th girl would not stop apologizing although we were obviously trying to eat. A disaster. I would not go back -- there are plenty of restaurants out there... but,0
716,"Service is not good. The food tastes flat. The ambiance is somewhere between a sports bar, a mongolian BBQ and a cheap chinese restaurant. The drinks are not good and prepared by non-professional barmen and barwomen. I had to ask for the bowls to be replaced because they were dirty and the waitress didn't see anything wrong!!! For the same money I can have better food across the street at Pei-Wei.",0
717,"Had heard great things about this place and the menu had us drooling. When we arrived the staff were welcoming and there was a nice buzz to the place. We ordered a drink whilst we waited for our pals but by the time they had joined us and finished their drink too, we had to leave. Unfortunately we were overwhelmed by the odour.

The problem is that this place is Korean BBQ, so you cook your own food at the table. Sounds like a great idea but not when there is little or no ventilation. We were there for less than 30mins but our clothes stank of fried food / oil for the rest of the night.

Considering this is a fairly new venue, it is not going to smell any better with time, especially with the wood paneling and cloth covered chairs. A commercial kitchen is not allowed to open without proper ventilation so I have no idea how this place remains open without the same in the dining room.

Such a shame !!",0
718,"I was in the area for a meeting this morning and met up with friends who worked nearby after to grab lunch. A bit of spicy Korean was definitely in order given the -10째 weather. Even though Joons is known for their dakgalbee, an awesome carb-y combo of rice cake, cheese, and rice and/or ramen, we opted against it this time around so they wouldn't have to go back into the office smelling like spicy cheese. Instead, we ordered the vegetable soft tofu soup, bulgogi noodles, and the spicy chicken rice. My friend originally wanted to warm up with some pork bone soup, but they didn't have it ready yet when we got in shortly after 11:30. We were told the wait would be about an hour for it, which I guess is a mixed blessing as any soup that takes an hour plus to prepare must be relatively authentic. The food was pretty good, but the conversation was better. My favourite was the spicy chicken rice and Joons' mashed potato side dish. Prices are great, lunch for under $15 with tax and tip, but they don't accept credit here, only debit and cash. The meal was fine while we were eating, but settled heavily and a bit uncomfortably a couple hours later, just something to keep in mind - and I have a pretty cast-iron stomach!",0
719,"Excellent new addition in Tollcross. Have ordered a take away twice now and enjoyed the food both times.
Please give it a try if you are in the area.",1
720,"This restaurant doesn't seem to understand the seriousness of food allergies. I have a very serious - potentially life-threatening - nut allergy so when we arrived I specifically told the waiter that I had a nut allergy when we ordered our mains, and asked him to go and check that the food didn't have nuts in.

After we'd eaten our main meal (which was delicious - best bibimbap in London!), I asked a waitress for the dessert menu. She said there was just green tea icecream for dessert, so we ordered some. When it came, I tried some and I thought it had nuts in - which the staff confirmed - although they hadn't felt it necessary to mention when I ordered! I thought this was really poor, particularly as I'd explicitly let them know about my allergy.

Fortunately, I only ate a tiny quantity of the ice-cream, so I didn't have a serious anaphylactic allergic reaction, just stomach cramps and some difficulty breathing. But someone with a more serious allergy than mine could easily have died from that - so Lime Orange needs to do a lot better to support its customers with allergies.

I really wouldn't recommend eating here if you have serious food allergies!",0
721,"The food was OK, not great. Seems like years ago there was another Korean restaurant here that was much better. I am not a big fan of a minimum credit card charge, especially a $10 minimum. So for one at lunchtime you need to spend $10 so the owner can save a few cents.
It is a shame because this restaurant could be so much better.",0
722,"Main bar for foreigners, having fun and learning english! The stuff is amazing, always a warm welcome. You can spend the whole night without being dissapointed. A place for going every week at least twice",1
723,Great place to just relax and meet friends. Very friendly atmosphere. Foreigners welcome!!! Thank you Cinder Bar!!!,1
724,"We had high hopes and expectation for the place and it did not disappoint us at all. The flavours were good and we loved the BBQ dishes we have been craving for. We ordered a portion of the raw beef (Yuk Hwae) and wow! Thanks to other reviewers, we were dressed prepared for the smoky BBQ environment and had we not been warned, we would have been pretty annoyed if we had turned up in our Sunday best only to find we needed to literally strip as we walked into our home and everything went into the wash and bodies in the shower! However, if you are prepared, it really is worth it. The only criticism is the ""excuse"" of the card machine being ""still"" out of order, we wondered if it had ever worked. We thought it would have given a better impression to simply state cash only up front as it would not deter us from eating there again at all. The food itself is enough to draw in customers.",1
725,"The best korean restaurant in Prague. I like how all of the staff speak korean, however the waiting time is too long. Much better for dinner than lunch.",0
726,Don't understand the 10% tax or I think it's a tip added because they accept cash only :). The food is in small portion so need to order loads.,0
727,"Had lunch on a Wednesday.  It was pretty much dead.  Ordered the hot stone bowl with seafood, tofu and spicy broth.  It was decent as I think the broth was lacking flavour.

I'll come back and give it a second chance before I write the place off.  Lots of good reviews so it deserves another look.",0
728,"I wanted to try Jumak for quite some time and I'm not disappointed. The place can allow about 20 people. The menu is presented with a scroll, nice way to display a menu.

There were no one when I arrived. I've ordered a seafood pancake (haemul pajeon), a pork bone soup (gamja tang) and a spicy tofu and seafood soup. 

All were delicious. Overall I'm satisfied with this Korean restaurant. The only thing that you need to be aware is that they don't accept credit card.",0
729,"My year living in Songdo would have been very different without Cinder bar. Warren makes great drinks and the atmosphere is very relaxed with lots of friendly people. If you're in Incheon looking for a relaxed bar with great drinks, great people, and great food Cinder is the place to go!",1
730,"Location - Central, directly opp Arcadian car park

Atmosphere - V friendly staff, really welcoming it's quite modern but as though it's been done on the cheap so I wouldn't recommend as a romantic venue.

Food - I had never tried Korean food and enjoyed the different flavours. We didn't go for anything in the BBQ menu (where the meat is cooked at your table) but wish we had given it a try.

All in all, nice flavours, fresh food, a tad greasy - give it a try!",1
731,"Cinder bar has a great vibe and the owner Warren went out of his way to chat with us. The drinks were all made from scratch and were better than any other place that I have been to Incheon. If you are in Songdo, then this is definitely the place to go for good drinks and a good time.",1
732,The only reason it gets one star is that is as low ad I can go. After sitting for 30 minutes and getting next to no service I finally left. Worst service I have ever experienced.,0
733,"Pretty great!

Let me start by saying how excited I am that Vaughan FINALLY has a Korean restaurant (even if its ramen). I also don't understand why so many reviews complain about the price. The average ramen bowl at any given restaurant goes for $12-13 and Mo' Ramyun serves ramen in GIANT bowls, hence the price tag. 

We came here on a Saturday night and the restaurant was pretty empty. Although it looks deceivingly small from the outside, there is a large dining room and even a patio (which will hopefully open in the summer). The menu is also fairly large (contrary to some complaints), there are Ramyun bowls and Dry Ramyun plates (noodles with no broth). The menu also has some appetizers worthy of checking out, like the fried tofu. 

We ordered the Mo' Ramyun ($15.99) which came with BBQ pork, grilled pork belly, and a lot of vegetables. The broth itself had a nice smokiness to it, which makes the dish really addicting. The only complain I have is that whoever cut the vegetables needs to improve their knife skills. The pieces were chunky and very uneven. We also ordered the Jajang Ramyun ($9.99 for a small) and the Jajang (black bean sauce) was not thick enough. The Age Tofu ($6.99) was great, although there was nothing aged about it. 

The service was fast & kind. The only issue I had was that the waiters stared at the patrons as they were eating. Not sure how the others felt, but it made me slightly uncomfortable. 

Overall, a decent restaurant with adorable decor and good dishes. Not a typical Korean restaurant (no banchan), but the portions make up for that. I think there is a lot of room for improvement, but given that it is a new restaurant, I hope that the owners take all the reviews into account.",0
734,"Tried to eat here for lunch on Friday... we went in the wrong door so had to walk through the entire restaurant to get to the host station and walked by at least a half a dozen empty tables.  The hostess went to the back to find out which waitress to sit us with and came back and said that it was a 20 min wait???  I get the kitchen may be backed up, but at least offer to sit us and just disclose that the kitchen is backed up and we might have to wait longer than normal for food.  So we walked across the street and ate at Carolina Ale House.

They lost my business...  won't be going back here!",0
735,"Great food! Super slow service! Be aware of the long wait

When you come in, you can seat yourself and do not waste time waiting for a host. When we came in around 7pm, they weren't busy so they told us we can sit wherever we want. But during our time at the restaurant, it got filled pretty quick and people were coming in, we saw them waiting to be seated for a long time before the waitress get a chance to stopover and tell them seat themselves at the bar or any table. 
We were really happy with the food but not the service. Our appetizer came out very fast but it took a very long time for the entry. 
Ordered Chicken kasu, it is fried chicken with house bbq sauce. 10/10 crispy batter and well seasoned chicken. Madu, we got the pork ones. I would say they are 7.5/10. It is essentially fried dumplings. The dipping sauce is sour and spicy/sweet, but the filling were a little bit dry. For entry, we got BBQ combo, 8.5/10, it came with 3 kinds of bbq, kabi ribs, bogogi and grilled pork. I like the beef better than the pork. The pork turned out a little dry but the beef were very juicy, tender and flavorful. Also the BBQ combo comes with two small side plates, it includes kimchi, radish and pickled cucumber. 

As I was saying the slow service, we waited long time to get it, even people came in after us ordered the same thing and had their entry for a while and we were still waiting. After we finished our meal, we waited long time for the check, even we try get eye contact so that our waitress would notice that we are ready for a check. Not very effective. Eventually, we were able to get her attention by waving. 

I'm not sure if I would come back to do a sit down dinner anymore. We had to wait too long for a Tuesday night, I can't imagine any other days that could be less of a wait. Maybe takeout next time?",0
736,"The Food was excellent , the best food we ever had. The staffs was so lovely , friendly and very welcoming. The price is so reasonable and would recommend to anyone.",1
737,"I had one of the most stressful airport experiences I’ve ever dealt with, left the airport to find some drinks/food and stumbled across The Cinder Bar. The owner and his amazing bartender from Vietnam completely turned around my entire day. 5 minutes in I had a huge smile in my face from the friendliness of the staff. I had some drinks which were all great prices and a burger which was delicious. Perfect for if you have a layover that’s long enough to leave the airport but not long enough to go too far. Incredible place!",1
738,"TL:DR - Basically 30 bucks for good Korean BBQ and Sushi Buffet

I've been to an AYCE Korean BBQ place.  I've been to an AYCE sushi place.  But I've never been to an AYCE Korean BBQ and Sushi place.  Unfortunately for me, I wasn't prepared to come otherwise I would've worn some looser fitting clothes.   We wanted to go to a place down the street but our group was too big for them to accommodate.  So we naturally followed the crowd and saw the line at Seoul Chako and decided to eat here instead.  Luckily for us, the place is big and was able to take our group after a short wait.

This place is perfect for a bunch of meat hungry guys.  Hmm, that did't sound right.  Nevertheless, you pick from menu with well over a dozen different kinds of meat and seafood.
Each order comes in a small bowl with a small portion for you to cook yourself on a grill that's built into your table.  There's no limit on the amount that you can order so as long you eat it all other wise you'll be charged extra.  All the meats I tried were good, tender, and well marinated.  Everything on the sushi menu, although limited, was good and above average for a buffet.  

My only gripe was our server.  He was slow with our drinks and food and some of requests were met with a eye roll.  Not sure if he hates his job or was just repulsed by the amount of food that us Americans were throwing down but he did not look like he wanted to be there.  

Regardless, this is one of MANY restaurants along St. Catherine but should be up among the places you should try especially if you're trying to accommodate a big group.",0
739,Best Bar in Korea so far! I had an amazing time with Warren! Don't hesitate and ask for some NZ beers and some rock songs! :-),1
740,"Had the Spicy Chicken (Dak Gal Bi) with noodles and sliced rice cakes. 

The total came out to be about $11 per person before tax and tip.

Here is why i rated this restaurant very low:

1. The dish is called Spicy Chicken (Dak Gal Bi), but you barely get any. I think I counted about 7 small pieces per person. Maybe they should rename the dish... to Spicy Noodles with Chicken. Also the chicken was bland. I'm pretty sure it was not marinated, but rather raw chicken cooked first, then sauce added on top.

2. There were barely any other ingredients - not much cabbage, green onions, etc. The dish is predominantly Instant Noodles and rice cakes. This is fine and dandy, but for $11, it is not worth it at all. I mind as well make my own instant noodles for $1, and order KFC. You'll get alot more food.

3. Service was bad - I had to call for the waitress multiple times. I went on a Saturday night (9 PM), and the restaurant was only 33% full.

4. Before anyone judges my review as too critical, I'm Korean and I cook/order Dak Gal Bi frequently. Also normally you get alot more chicken and vegetables, with noodle as a side and not the main. If the instant noodles is the main, then $11 is a rip off.",0
741,"Second visit here. Tuesday night and it's packed!
Last time, we got a BBQ for two, and starters, we only just managed to eat all this!!

This time, I opted for a stew, my ptnr went for some sort of spicy chicken thing, and we had dumpling starters and a kumchi side.

As last time, we got three different salads that came with the food, free refills of same which we made use of. Dressings in salad all different but are lovely sweet/sour/salty combos, go with everything!

Lots of Korean diners, and other folk who know their stuff, but I think you would be well looked after if you hadn't a clue - staff checked we were ok both visits, and checked if we wanted chopsticks or knife fork spoon.

Be aware that in common with many Korean restaurants, your clothes and hair will smell after!! Don't wear anything like a doen jacket that needs special cleaning.

We recently went to another, new, Korean bbq in Edinburgh but this place totally outguns it! 2 starters, 2 mains, side salads come with it, and we got a drink each, £40 total.",1
742,"I've been here once before, and I just went here again with a party of 25 for a Yelp International Supper Club event. 

This is not the best Korean restaurant I've been to, but it's one of the only ones in Charlotte, a city with an unfortunate lack of Korean food. It has a fairly extensive menu. I've tried one of the soups, I forget which one, the bibimbap, and a bunch of appetizers. The appetizers are the best part; the kimbap and wings are especially good. The bibimbap is only OK, but I think this dish is never that great. 

I also need to complement the service. There were just two servers tonight for a party of 25, and everything came out very quickly. 

Since this place is right next to a Blue Line station, I expect to be back here semi-regularly.",0
743,"In a land of cookie cutter bars and franchises, this quaint bar stands out and demonstrates how to ""do it right"". Take all of the items from a normal bar, add a superior sampling of alcohol choices and a friendly staff who bring customer service to the next level. Mix these things together and you get a bar that performs, where the seats are always warm because nobody wants to leave. Awesome place. I'm glad it is in Songdo because if it were anywhere else, this place would have a line spilling out into the street and you'd never get a seat. The music is top notch as well.",1
744,"The Cinder Bar is my favourite bar in Incheon! They make amazing Gin and Tonics. The owner, Warren, is welcoming and friendly. He takes time to get to know you, even when the bar is packed from their awesome live bands! It's full of amazing people who are looking to have a good time!",1
745,"In Korea for Presidents Cup and went to The Cinder Bar after dinner. Great bar with a really fun atmosphere. The owner and bartender, Warren, goes out of his way to make sure every customer has fun and the gin & tonics are out of this world. If you are in this area and want a relaxing drink, go see Warren at the Cinder Bar.",1
746,"My second visit to a hidden treasure Nice modern decor without being ostentatious. I love the barbecues recessed into each table allowing customers to cook their own food. You can't get any fresher than that. Vegetable dumplings, vegetable fritters and squid in spicy sauce followed by pork, squid and prawns cooked on the barbecue. Fantastic quality food at a very reasonable price. Definitely one to check out and try again. Bring lots of friends",1
747,"I guess you have to expect to pay for the kind of quality you get at The Cinder Bar. Burgers are really good, and they have beer above the standard weak lagers. Worth the price every once in a while!",1
748,"Nice and cozy bar.
The Owner Warren and his staff - Daniel, Mikey and Chris ( to name a few) know how to take care of their guests.
You will be surprised how they will remember your name and drink even with a packed bar.
Excellent drinks
But do recommend -
Fish and Chips
The flying chef burger
Worth the time, money and experience",1
749,"I travel to Korea often on business so am fairly familiar with authentic Korean food. I was looking forward to eating here and seeing how the food in Birmingham compared with Seoul.

Firstly, none of the staff are Korean. Not that this in itself is a bad thing, but it would be nice to have some Korean staff in a Korean restaurant instead of all Chinese. All of the staff were friendly and efficient though, so we had no complaints with the service.

I found the food to be a disappointment though. While they had many of the normal Korean favorites, our food tasted very bland compared to authentic Korean. We ordered bulgogi, which didn't come with any of the normal side dishes, we even had to ask for lettuce.

If you had never been to a Korean restaurant before, then this place would be fine. But if you've already been exposed to proper Korean food, then you're probably going to end up disappointed.",1
750,"I like it. It's okay. I did see one of the cooks touch food with his bare hand, though. But really, the chicken is pretty good but I hope it gets better!!!",0
751,"Good option of bar for everyone in this city; not just foreigners but also koreans; I am a korean.this bar has all the kinds of drinks you can imagine. The drink prices are very good and the food prices are great too! Warren, the owner, speaks English and Korean so he talks to everybody. He is so popular that he could be the future mayor of Incheon.

The music here is always good and the service is always excellent. You have to come here.",1
752,"I was craving for Korean food and couldn't find it anywhere in Muscat. Then was told by one of Asian friend about this place and I cannot get enough of the food over here!!!
Staff is easy going and very much approachable. And the food -- Yummmmm!
Try the Kimchi fried rice it's surprisingly tasty!",1
753,"Having experienced Korean BBQ before in major US cities and a few times in Toronto. I was really looking forward to see what all-you-can-eat Seoul Chako had to offer my taste buds. 

Lets start by complimenting the trendy atmosphere they have created with an inviting dining area, music playing in the background and lights dimmed just right. Seating area is a mix of tables and booths and all designed with built-in natural gas BBQ grills where the main action takes place. The staff is well coordinated during busy hours, friendly and mostly english speaking. Now for the menu... 

Where most Korean restaurants would require a tour guide to walk you thru the complexity of their menu. This one is kept simple with a few choices of marinated and non marinated slices of meat, shellfish, a limited option on appetizers / side dishes (normally called Banchan) and only one soup option (two if you didn't know miso was Japanese). Everything is served with steamed rice, one spicy sauce (Ssamjang) and a lack of all the common condiments like fresh garlic you would find elsewhere. Also, the popular way of eating Korean BBQ is with lettuce wraps but unfortunately this will cost you an extra $1.50 per order. Sliced lamb is also available on the evening menu over the weekend. Sushi is also on the weekend menu but at this point I would stick with the Korean stuff. If not familiar with Korean BBQ you want to order ALL appetizers / side dishes and mostly stick with beef, short ribs and pork for a great meal.

Although an overall good experience the menu itself could use a little more authentic Korean options. They just recently open so there's room for improvement and get their liquor license issue straightened.

Great...
All-you-can-eat and do it yourself experience. 

No so great...
Lettuce and beverages are extra's. May rush you out on a busy Saturday night. Avoid tables near the front door or really close to a speaker if this is an intimate night out.",0
754,Went here with friends and for birthdays. Loved everything about it the food is amazing and at brilliant value. Would recommend for people who are curious about Korean food,1
755,"Our server Daisy was awful. walked up & asked for drinks then told my friend & i to go help ourselves. did not even ask if it was our first time in (which it was) & did not explain how the ordering process works. we had to follow other people & figure it out on our own. bathrooms are absolutely disgusting, fecal matter was all over the toilet seat. daisy never came back to our table then proceeded to give us our check soon after receiving our food without asking how our meal was or if we wanted any dessert. there are better stir fry places out there, i do not recommend here.",0
756,"We had a mixed bbq and it tasted amazing, and was reasonably priced considering how much meat you got, and it included 2 beers. Service was also very fast, and both the waitresses were very nice and were just the right amount of attentive. Couldn't recommend you try this place enough.",1
757,"I came here 3 times with friends and had great experiences with this place. I loved bbq pork cooked by myself on the electric barbi, and the spicy kimchi soup. The staffs were very friendly and helpful too. I know I definitely need to wash my hair after leaving the restaurant but I will certainly go back again and again!",1
758,"We enjoyed our dinner a great deal. We thought the restaurant was very well priced and chose the Beef B selection for 2. We also got an order of Kim, Kimchi and Hot Beef Soup to share. We loved it all. The beef selection came with three types and they gave us three sides/lettuce/sesame oil with salt and chili paste. All were YUMMM. I had to order white rice as it doesn't come with the order, which from other places I've been to globally that was weird. My water glass came out with food on it, which was gross, but the server replaced it. We asked for a pitcher of water, but that never came. When it came time to pay it was hard to get a server and the restaurant at this point was not full. I would recommend the food and would go back for the food but the service could do a bit better.

Green Tea Ice cream was yummm and on point to what we had in Japan.",1
